"fase_dia"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Pleno dia"
"Plena noite"
"Plena noite"
"Pleno dia"
"Plena noite"
"Amanhecer"
"Amanhecer"
"Amanhecer"
"Amanhecer"
"Plena noite"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Amanhecer"
"Amanhecer"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Amanhecer"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Anoitecer"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Amanhecer"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Pleno dia"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Anoitecer"
"Plena noite"
"Pleno dia"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Amanhecer"
"Plena noite"
"Plena noite"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Anoitecer"
"Pleno dia"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Pleno dia"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Plena noite"
"Pleno dia"
"Amanhecer"
"Amanhecer"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
"Plena noite"
"Amanhecer"
"Plena noite"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Anoitecer"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Pleno dia"
"Plena noite"
"Pleno dia"
